ori_id,name,descriptions,aliases,name_zh,descriptions_zh,aliases_zh,:LABEL
Q8349872,林瑩蓉,politician,None,林瑩蓉,None,林瑩蓉,Democratic_Progressive_Party
Q8349901,林豐喜,None,None,林豐喜,None,None,Democratic_Progressive_Party
Q8350466,Wu Ming-ming,Taiwanese academic and politician,None,吳明敏,None,None,Democratic_Progressive_Party
Q8350665,Pasuya Yao,Taiwanese politician,Yao Wenzhi,姚文智,台湾政治人物,None,Democratic_Progressive_Party
Q8350693,Yang Fang-wan,Taiwanese lawyer and politician,None,楊芳婉,None,None,Democratic_Progressive_Party
Q8351612,馬永成 (台灣),None,None,馬永成 (台灣),None,None,Democratic_Progressive_Party
Q8357010,朱勝號,None,None,朱勝號,None,None,Democratic_Progressive_Party
Q8357084,Hsu Kuo-tai,Taiwanese politician,None,許國泰,None,None,Democratic_Progressive_Party
Q6146212,Lee I-yang,Taiwanese politician,Li Yiyang,李逸洋,台湾政治人物,None,Democratic_Progressive_Party
Q21449421,Lee Chiao-Ju,politician,None,李喬如,None,李喬如,Democratic_Progressive_Party
Q22137460,DPP presidential ticket for the 2016 Republic of China presidential election,presidential ticket in the 2016 Republic of China presidential election,DPP presidential ticket for Taiwan 2016 presidential election,蔡英文、陳建仁候選名單,2016年中華民國總統選舉的候選名單,None,Democratic_Progressive_Party
Q15909081,Wellington Koo,Taiwanese politician,Gu Lixiong,顧立雄,台湾政治人物,顾立雄,Democratic_Progressive_Party
Q557284,Yang Chuan-kwang,Taiwanese decathlete,None,楊傳廣,None,None,Democratic_Progressive_Party
Q6653712,Liu Shih-fang,Taiwanese politician,Liu Shifang,劉世芳,台湾政治人物,刘世芳,Democratic_Progressive_Party
Q8031967,Wong Chin-chu,Taiwanese politician,None,翁金珠,None,None,Democratic_Progressive_Party
Q8350499,王世勛 (臺灣),politician,None,王世勛 (臺灣),None,None,Democratic_Progressive_Party
Q8357143,Lee Wen-chung,None,None,李文忠 (台灣),None,None,Democratic_Progressive_Party
Q8348300,Jimmy Kuo,None,None,郭俊銘,None,None,Democratic_Progressive_Party
Q472310,Frank Hsieh,Taiwanese politician,Hsieh Chang-ting,謝長廷,中華民國政治人物,谢长廷,Democratic_Progressive_Party
Q706973,Lin Yi-hsiung,Taiwanese politician,Lin Yixiong,林義雄,台湾政治人物,林义雄,Democratic_Progressive_Party
Q30942957,張火爐,politician,None,張火爐,None,None,Democratic_Progressive_Party
Q19849414,Wu Chi-ming,politician,None,吳琪銘,None,None,Democratic_Progressive_Party
Q22947352,Secretary-General of the Democratic Progressive Party,None,None,民主进步党秘书长,None,None,Democratic_Progressive_Party
Q6694853,Lu Hsiu-yi,Taiwanese politician,None,盧修一,None,卢修一,Democratic_Progressive_Party
Q8272779,蔡見興,None,None,蔡見興,None,None,Democratic_Progressive_Party
Q8347099,David Chou,Taiwanese politician,Chou Po-lun,周伯倫,None,None,Democratic_Progressive_Party
Q8350223,蘇震清,politician,None,蘇震清,None,None,Democratic_Progressive_Party
Q8350609,尤宏,None,None,尤宏,None,None,Democratic_Progressive_Party
Q8350751,顏曉菁,politician,None,顏曉菁,None,None,Democratic_Progressive_Party
Q8350817,George Chao Shih-chiang,None,None,趙士強,None,None,Democratic_Progressive_Party
Q8351160,陳淑華,politician,None,陳淑華,None,None,Democratic_Progressive_Party
Q8351349,Chiu Chang,Taiwanese lawyer and politician,Qiu Zhang,邱彰,台湾律师,None,Democratic_Progressive_Party
Q8351488,蕭裕珍,None,None,蕭裕珍,None,None,Democratic_Progressive_Party
Q8357056,Tuan Yi-kang,Taiwanese politician,Duan Yikang,段宜康,台湾政治人物,None,Democratic_Progressive_Party
Q9130647,Yu Mei-nu,Taiwanese politician,None,尤美女,臺灣律師及政治人物,None,Democratic_Progressive_Party
Q9088556,Christine Tsung,politician,None,宗才怡,None,None,Democratic_Progressive_Party
Q8347148,Chao Hsiu-wa,None,None,趙綉娃,None,None,Democratic_Progressive_Party
Q8347483,張秀珍,None,None,張秀珍,None,None,Democratic_Progressive_Party
Q8348700,Huang Tien-fu,Taiwanese politician,None,黃天福 (台灣),None,None,Democratic_Progressive_Party
Q8349116,Hsu Chung Pi-hsia,Taiwanese politician,Hsu Pi-hsia,許鍾碧霞,None,None,Democratic_Progressive_Party
Q8349649,劉文慶,politician,None,劉文慶,None,None,Democratic_Progressive_Party
Q8350331,Tsai Chi-fang,Taiwanese politician,Cai Qifang,蔡啟芳,台湾政治人物,蔡启芳,Democratic_Progressive_Party
Q8350376,田再庭,None,None,田再庭,None,None,Democratic_Progressive_Party
Q8350585,Wei Ting-chao,Taiwanese political activist,None,魏廷朝,None,None,Democratic_Progressive_Party
Q8350727,Yeh Yi-jin,politician,None,葉宜津,None,None,Democratic_Progressive_Party
Q8351019,Chuang Jui-hsiung,politician,None,莊瑞雄,None,None,Democratic_Progressive_Party
Q24175183,Yeh Jiunn-rong,Taiwanese politician,Ye Junrong,葉俊榮,台湾政治人物,叶俊荣,Democratic_Progressive_Party
Q8273248,Chao-ming Chen,politician,None,陳超明,None,None,Democratic_Progressive_Party
Q8350269,Tang Huo-shen,None,None,湯火聖,None,None,Democratic_Progressive_Party
Q8351582,林瑞圖,politician,None,林瑞圖,None,林瑞圖,Democratic_Progressive_Party
Q8348489,高植澎,None,None,高植澎,None,None,Democratic_Progressive_Party
Q8349451,鄭寶清,politician,None,鄭寶清,None,None,Democratic_Progressive_Party
Q6704543,Luo Wen-jia,Taiwanese politician,None,羅文嘉,None,None,Democratic_Progressive_Party
Q707887,Yu Shyi-kun,Taiwanese politician,You Xikun,游錫堃,台湾政治人物,游锡堃,Democratic_Progressive_Party
Q715833,Yao Chia-wen,Taiwanese politician,Yao Jiawen,姚嘉文,台湾政治人物,None,Democratic_Progressive_Party
Q8350523,Wang To-far,None,None,王塗發,None,None,Democratic_Progressive_Party
Q8350647,Yu Mei-mei,None,None,余莓莓,None,None,Democratic_Progressive_Party
Q8350960,江永昌,politician,None,江永昌,None,None,Democratic_Progressive_Party
Q8350980,洪平朗,None,None,洪平朗,None,None,Democratic_Progressive_Party
Q8357053,Chen Chuan-show,None,None,陳全壽,None,None,Democratic_Progressive_Party
Q8357164,林重謨,None,None,林重謨,None,None,Democratic_Progressive_Party
Q8357168,Dr. I-Chung Lai,Taiwanese politician,Lai I-chung,賴怡忠,None,None,Democratic_Progressive_Party
Q6134031,Sisy Chen,Taiwanese politician,None,陳文茜,None,文茜,Democratic_Progressive_Party
Q9185489,Wu Rong-i,Taiwanese politician,None,吳榮義,None,None,Democratic_Progressive_Party
Q698512,Wu Shu-chen,Taiwanese politician,Shu-Chen Wu,吳淑珍,None,吴淑珍,Democratic_Progressive_Party
Q19058548,Huang Kuo-shu,Taiwanese politician,None,黃國書,None,黄國書,Democratic_Progressive_Party
Q22774153,Chen Man-li,politician,Mary Chen; Chen Man-li,陳曼麗,None,None,Democratic_Progressive_Party
Q716782,Peng Ming-min,Taiwanese politician,None,彭明敏,None,None,Democratic_Progressive_Party
Q8350914,Chang Fu-mei,Taiwanese politician,Zhang Fumei,張富美,台湾政治人物,张富美,Democratic_Progressive_Party
Q8351641,王義雄,None,None,王義雄,None,None,Democratic_Progressive_Party
Q8347154,Chiu Chuang-chin,None,None,邱創進,None,None,Democratic_Progressive_Party
Q8348441,Kao Chien-chih,None,None,高建智,None,None,Democratic_Progressive_Party
Q8349619,Lai Chin-lin,None,None,賴勁麟,None,None,Democratic_Progressive_Party
Q8349660,Chao-hao Liu,Taiwanese politician,None,劉櫂豪,None,None,Democratic_Progressive_Party
Q8350363,Twu Shiing-jer,Taiwan politician,Tu Xingzhe,涂醒哲,台湾政治人物,None,Democratic_Progressive_Party
Q5537816,George Chang,Taiwanese politician,None,張燦鍙,None,None,Democratic_Progressive_Party
Q465280,Chen Chu,Taiwanese politician,Chen Ju,陳菊,台湾政治人物,陈菊,Democratic_Progressive_Party
Q256274,Chen Ding-nan,Taiwanese politician,Chen Dingnan,陳定南,台湾政治人物,陈定南,Democratic_Progressive_Party
Q709508,Wang Ding-yu,Taiwanese politician,Wang Ting-yu,王定宇,台湾政治人物,None,Democratic_Progressive_Party
Q8347947,Chen Chin-jun,Taiwanese politician,None,陳景峻,None,None,Democratic_Progressive_Party
Q8349222,鴻義章,None,None,鴻義章,None,None,Democratic_Progressive_Party
Q8349634,林水泉,None,None,林水泉,None,None,Democratic_Progressive_Party
Q8349886,Lin Tsong-shyan,Taiwanese politician,Lin Congxian,林聰賢,台湾政治人物,林聪贤,Democratic_Progressive_Party
Q8350455,Rosalia Wu,Taiwanese politician,Wu Su-yao,吳思瑤,None,None,Democratic_Progressive_Party
Q8350603,許仁圖,None,None,許仁圖,None,None,Democratic_Progressive_Party
Q8351084,郭建平,None,None,郭建平,None,None,Democratic_Progressive_Party
